id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,purpose,purpose,NOUN,NN,0,0,root,ROOT,ROOT,1,
doc1,1,2,and,and,CONJ,CC,8,1,cc,purpose,purpose,1,
doc1,1,3,duties,duty,NOUN,NNS,12,1,conj,purpose,purpose,1,
doc1,1,4,of,of,ADP,IN,19,6,case,council,council,1,
doc1,1,5,the,the,DET,DT,22,6,det,council,council,1,
doc1,1,6,council,council,NOUN,NN,26,1,nmod,purpose,purpose,1,
doc1,1,7,:,:,.,:,33,1,punct,purpose,purpose,1,
doc1,1,8,increase,increase,NOUN,NN,35,10,compound,production,production,1,
doc1,1,9,food,food,NOUN,NN,44,10,compound,production,production,1,
doc1,1,10,production,production,NOUN,NN,49,1,dep,purpose,purpose,1,
doc1,1,11,in,in,ADP,IN,60,13,case,city,city,1,
doc1,1,12,the,the,DET,DT,63,13,det,city,city,1,
doc1,1,13,city,city,NOUN,NN,67,10,nmod,production,production,1,
doc1,1,14,&,&,CONJ,CC,72,13,cc,city,city,1,
doc1,1,15,county,county,NOUN,NN,74,10,nmod,production,production,1,
doc1,1,16,of,of,ADP,IN,81,17,case,denver,denver,1,
doc1,1,17,denver,denver,NOUN,NN,84,13,nmod,city,city,1,
doc1,1,18,;,;,.,:,90,1,punct,purpose,purpose,1,
doc1,1,19,enhance,enhance,VERB,VB,92,1,dep,purpose,purpose,1,
doc1,1,20,the,the,DET,DT,100,22,det,security,security,1,
doc1,1,21,food,food,NOUN,NN,104,22,compound,security,security,1,
doc1,1,22,security,security,NOUN,NN,109,19,dobj,enhance,enhance,1,
doc1,1,23,of,of,ADP,IN,118,26,case,residents,resident,1,
doc1,1,24,all,all,DET,DT,121,26,det,residents,resident,1,
doc1,1,25,denver,denver,NOUN,NN,125,26,compound,residents,resident,1,
doc1,1,26,residents,resident,NOUN,NNS,132,22,nmod,security,security,1,
doc1,1,27,;,;,.,:,141,1,punct,purpose,purpose,1,
doc1,1,28,improve,improve,VERB,VB,143,1,dep,purpose,purpose,1,
doc1,1,29,access,access,NOUN,NN,151,28,dobj,improve,improve,1,
doc1,1,30,to,to,PRT,TO,158,33,case,food,food,1,
doc1,1,31,locally,locally,ADV,RB,161,32,advmod,produced,produce,1,
doc1,1,32,produced,produce,VERB,VBN,169,33,amod,food,food,1,
doc1,1,33,food,food,NOUN,NN,178,29,nmod,access,access,1,
doc1,1,34,;,;,.,:,182,1,punct,purpose,purpose,1,
doc1,1,35,improve,improve,VERB,VB,184,1,dep,purpose,purpose,1,
doc1,1,36,the,the,DET,DT,192,38,det,viability,viability,1,
doc1,1,37,economic,economic,ADJ,JJ,196,38,amod,viability,viability,1,
doc1,1,38,viability,viability,NOUN,NN,205,35,dobj,improve,improve,1,
doc1,1,39,of,of,ADP,IN,215,41,case,agriculture,agriculture,1,
doc1,1,40,urban,urban,ADJ,JJ,218,41,amod,agriculture,agriculture,1,
doc1,1,41,agriculture,agriculture,NOUN,NN,224,38,nmod,viability,viability,1,
doc1,1,42,in,in,ADP,IN,236,43,case,denver,denver,1,
doc1,1,43,denver,denver,NOUN,NN,239,38,nmod,viability,viability,1,
doc1,1,44,;,;,.,:,245,1,punct,purpose,purpose,1,
doc1,1,45,recognize,recognize,VERB,VB,247,1,dep,purpose,purpose,1,
doc1,1,46,and,and,CONJ,CC,257,45,cc,recognize,recognize,1,
doc1,1,47,enhance,enhance,VERB,VB,261,1,dep,purpose,purpose,1,
doc1,1,48,the,the,DET,DT,269,49,det,role,role,1,
doc1,1,49,role,role,NOUN,NN,273,45,dobj,recognize,recognize,1,
doc1,1,50,of,of,ADP,IN,278,55,case,system,system,1,
doc1,1,51,the,the,DET,DT,281,55,det,system,system,1,
doc1,1,52,food,food,NOUN,NN,285,55,compound,system,system,1,
doc1,1,53,and,and,CONJ,CC,290,52,cc,food,food,1,
doc1,1,54,agriculture,agriculture,NOUN,NN,294,52,conj,food,food,1,
doc1,1,55,system,system,NOUN,NN,306,49,nmod,role,role,1,
doc1,1,56,in,in,ADP,IN,313,57,mark,conserving,conserve,1,
doc1,1,57,conserving,conserve,VERB,VBG,316,49,acl,role,role,1,
doc1,1,58,and,and,CONJ,CC,327,57,cc,conserving,conserve,1,
doc1,1,59,regenerating,regenerate,VERB,VBG,331,49,acl,role,role,1,
doc1,1,60,denver,denver,NOUN,NN,344,63,nmod,resources,resource,1,
doc1,1,61,'s,'s,PRT,POS,350,60,case,denver,denver,1,
doc1,1,62,natural,natural,ADJ,JJ,353,63,amod,resources,resource,1,
doc1,1,63,resources,resource,NOUN,NNS,361,57,dobj,conserving,conserve,1,
doc1,1,64,and,and,CONJ,CC,371,63,cc,resources,resource,1,
doc1,1,65,environment,environment,NOUN,NN,375,57,dobj,conserving,conserve,1,
doc1,1,66,;,;,.,:,386,1,punct,purpose,purpose,1,
doc1,1,67,improve,improve,VERB,VB,388,1,dep,purpose,purpose,1,
doc1,1,68,health,health,NOUN,NN,396,67,dobj,improve,improve,1,
doc1,1,69,for,for,ADP,IN,403,70,case,all,all,1,
doc1,1,70,all,all,DET,DT,407,67,nmod,improve,improve,1,
doc1,1,71,of,of,ADP,IN,411,74,case,residents,resident,1,
doc1,1,72,denver,denver,NOUN,NN,414,74,nmod,residents,resident,1,
doc1,1,73,'s,'s,PRT,POS,420,72,case,denver,denver,1,
doc1,1,74,residents,resident,NOUN,NNS,423,70,nmod,all,all,1,
doc1,1,75,;,;,.,:,432,1,punct,purpose,purpose,1,
doc1,1,76,build,build,VERB,VB,434,1,dep,purpose,purpose,1,
doc1,1,77,awareness,awareness,NOUN,NN,440,76,dobj,build,build,1,
doc1,1,78,about,about,ADP,IN,450,81,case,impacts,impact,1,
doc1,1,79,the,the,DET,DT,456,81,det,impacts,impact,1,
doc1,1,80,community,community,NOUN,NN,460,81,compound,impacts,impact,1,
doc1,1,81,impacts,impact,NOUN,NNS,470,77,nmod,awareness,awareness,1,
doc1,1,82,of,of,ADP,IN,478,87,case,access,access,1,
doc1,1,83,local,local,ADJ,JJ,481,87,amod,access,access,1,
doc1,1,84,",",",",.,",",486,87,punct,access,access,1,
doc1,1,85,healthy,healthy,ADJ,JJ,488,87,amod,access,access,1,
doc1,1,86,food,food,NOUN,NN,496,87,compound,access,access,1,
