id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,-LSB-,-lsb-,.,-LRB-,0,4,punct,resolved,resolve,3,
doc1,1,2,be,be,VERB,VB,1,4,auxpass,resolved,resolve,3,
doc1,1,3,it,it,PRON,PRP,4,4,nsubjpass,resolved,resolve,3,
doc1,1,4,resolved,resolve,VERB,VBN,7,0,root,ROOT,ROOT,3,
doc1,1,5,by,by,ADP,IN,16,7,case,council,council,3,
doc1,1,6,the,the,DET,DT,19,7,det,council,council,3,Attribute
doc1,1,7,council,council,NOUN,NN,23,4,nmod,resolved,resolve,3,Attribute
doc1,1,8,of,of,ADP,IN,31,10,case,city,city,3,Attribute
doc1,1,9,the,the,DET,DT,34,10,det,city,city,3,Attribute
doc1,1,10,city,city,NOUN,NN,38,7,nmod,council,council,3,Attribute
doc1,1,11,of,of,ADP,IN,43,12,case,knoxville,knoxville,3,Attribute
doc1,1,12,knoxville,knoxville,NOUN,NN,46,10,nmod,city,city,3,Attribute
doc1,1,13,-RSB-,-rsb-,.,-RRB-,55,4,punct,resolved,resolve,3,
doc1,1,14,that,that,ADP,IN,57,17,mark,lend,lend,3,
doc1,1,15,we,we,PRON,PRP,62,17,nsubj,lend,lend,3,
doc1,1,16,will,will,VERB,MD,65,17,aux,lend,lend,3,Deontic
doc1,1,17,lend,lend,VERB,VB,70,4,ccomp,resolved,resolve,3,Aim
doc1,1,18,support,support,NOUN,NN,75,17,dobj,lend,lend,3,Object
doc1,1,19,and,and,CONJ,CC,83,18,cc,support,support,3,Object
doc1,1,20,encourgement,encourgement,NOUN,NN,87,17,dobj,lend,lend,3,Object
doc1,1,21,to,to,PRT,TO,100,23,case,formation,formation,3,Condition
doc1,1,22,the,the,DET,DT,103,23,det,formation,formation,3,Condition
doc1,1,23,formation,formation,NOUN,NN,107,17,nmod,lend,lend,3,Condition
doc1,1,24,of,of,ADP,IN,117,29,case,council,council,3,Condition
doc1,1,25,a,a,DET,DT,120,29,det,council,council,3,Condition
doc1,1,26,community-wide,community-wide,ADJ,JJ,122,29,amod,council,council,3,Condition
doc1,1,27,food,food,NOUN,NN,137,29,compound,council,council,3,Condition
doc1,1,28,policy,policy,NOUN,NN,142,29,compound,council,council,3,Condition
doc1,1,29,council,council,NOUN,NN,149,23,nmod,formation,formation,3,Condition
doc1,1,30,with,with,ADP,IN,157,32,case,representation,representation,3,Condition
doc1,1,31,broad,broad,ADJ,JJ,162,32,amod,representation,representation,3,Condition
doc1,1,32,representation,representation,NOUN,NN,168,29,nmod,council,council,3,Condition
doc1,1,33,from,from,ADP,IN,183,37,case,interests,interest,3,Condition
doc1,1,34,private,private,ADJ,JJ,188,37,amod,interests,interest,3,Condition
doc1,1,35,and,and,CONJ,CC,196,34,cc,private,private,3,Condition
doc1,1,36,public,public,ADJ,JJ,200,34,conj,private,private,3,Condition
doc1,1,37,interests,interest,NOUN,NNS,207,32,nmod,representation,representation,3,Condition
doc1,1,38,",",",",.,",",216,23,punct,formation,formation,3,
doc1,1,39,to,to,PRT,TO,218,41,mark,monitor,monitor,3,Condition
doc1,1,40,continually,continually,ADV,RB,221,41,advmod,monitor,monitor,3,Condition
doc1,1,41,monitor,monitor,VERB,VB,233,23,acl,formation,formation,3,Condition
doc1,1,42,knoxville,knoxville,NOUN,NNP,241,46,nmod,system,system,3,Condition
doc1,1,43,'s,'s,PRT,POS,250,42,case,knoxville,knoxville,3,
doc1,1,44,food,food,NOUN,NN,253,46,compound,system,system,3,Condition
doc1,1,45,supply,supply,NOUN,NN,258,46,compound,system,system,3,Condition
doc1,1,46,system,system,NOUN,NN,265,41,dobj,monitor,monitor,3,Condition
doc1,1,47,",",",",.,",",271,4,punct,resolved,resolve,3,
doc1,1,48,recommend,recommend,VERB,VB,273,4,parataxis,resolved,resolve,3,Condition
doc1,1,49,appropriate,appropriate,ADJ,JJ,283,50,amod,actions,action,3,Condition
doc1,1,50,actions,action,NOUN,NNS,295,48,dobj,recommend,recommend,3,Condition
doc1,1,51,to,to,PRT,TO,303,52,mark,improve,improve,3,Condition
doc1,1,52,improve,improve,VERB,VB,306,50,acl,actions,action,3,Condition
doc1,1,53,the,the,DET,DT,314,54,det,system,system,3,Condition
doc1,1,54,system,system,NOUN,NN,318,52,dobj,improve,improve,3,Condition
doc1,1,55,as,as,ADP,IN,325,56,mark,needed,need,3,Condition
doc1,1,56,needed,need,VERB,VBN,328,52,advcl,improve,improve,3,Condition
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,2,
doc1,1,1,-LSB-,-lsb-,.,-LRB-,0,3,punct,legislation,legislation,2,
doc1,1,2,subsequent,subsequent,ADJ,JJ,1,3,amod,legislation,legislation,2,
doc1,1,3,legislation,legislation,NOUN,NN,12,0,root,ROOT,ROOT,2,
doc1,1,4,-RSB-,-rsb-,.,-RRB-,23,3,punct,legislation,legislation,2,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,-LSB-,-lsb-,.,-LRB-,0,4,punct,resolved,resolve,1,
doc1,1,2,be,be,VERB,VB,1,4,auxpass,resolved,resolve,1,
doc1,1,3,it,it,PRON,PRP,4,4,nsubjpass,resolved,resolve,1,
doc1,1,4,resolved,resolve,VERB,VBN,7,0,root,ROOT,ROOT,1,
doc1,1,5,by,by,ADP,IN,16,7,case,commission,commission,1,
doc1,1,6,the,the,DET,DT,19,7,det,commission,commission,1,
doc1,1,7,commission,commission,NOUN,NN,23,4,nmod,resolved,resolve,1,
doc1,1,8,of,of,ADP,IN,34,9,mark,know,know,1,
doc1,1,9,knox,know,VERB,VB,37,7,acl,commission,commission,1,
doc1,1,10,county,county,NOUN,NN,42,9,dobj,know,know,1,
doc1,1,11,as,as,ADP,IN,49,12,mark,follows,follow,1,
doc1,1,12,follows,follow,VERB,VBZ,52,9,advcl,know,know,1,
doc1,1,13,:],:],NOUN,NN,59,12,dobj,follows,follow,1,
doc1,1,14,that,that,ADP,IN,62,39,mark,expanded,expand,1,
doc1,1,15,the,the,DET,DT,67,18,det,council,council,1,
doc1,1,16,food,food,NOUN,NN,71,18,compound,council,council,1,Attribute
doc1,1,17,policy,policy,NOUN,NN,76,18,compound,council,council,1,Attribute
doc1,1,18,council,council,NOUN,NN,83,39,nsubjpass,expanded,expand,1,Attribute
doc1,1,19,",",",",.,",",90,18,punct,council,council,1,
doc1,1,20,established,establish,VERB,VBN,92,18,acl,council,council,1,Attribute
doc1,1,21,pursuant,pursuant,ADJ,JJ,104,23,case,authorization,authorization,1,Attribute
doc1,1,22,to,to,PRT,TO,113,21,mwe,pursuant,pursuant,1,Attribute
doc1,1,23,authorization,authorization,NOUN,NN,116,20,nmod,established,establish,1,Attribute
doc1,1,24,by,by,ADP,IN,130,27,case,resolution,resolution,1,Attribute
doc1,1,25,city,city,NOUN,NN,133,27,compound,resolution,resolution,1,Attribute
doc1,1,26,council,council,NOUN,NN,138,27,compound,resolution,resolution,1,Attribute
doc1,1,27,resolution,resolution,NOUN,NN,146,23,nmod,authorization,authorization,1,Attribute
doc1,1,28,#,#,.,#,157,29,compound,r-202-81,r-202-81,1,
doc1,1,29,r-202-81,r-202-81,NOUN,NN,158,27,dep,resolution,resolution,1,
doc1,1,30,and,and,CONJ,CC,167,23,cc,authorization,authorization,1,Attribute
doc1,1,31,by,by,ADP,IN,171,33,case,appointment,appointment,1,Attribute
doc1,1,32,mayoral,mayoral,ADJ,JJ,174,33,amod,appointment,appointment,1,Attribute
doc1,1,33,appointment,appointment,NOUN,NN,182,23,nmod,authorization,authorization,1,Attribute
doc1,1,34,in,in,ADP,IN,194,35,case,1982,1982,1,Attribute
doc1,1,35,1982,1982,NUM,CD,197,33,nmod,appointment,appointment,1,Attribute
doc1,1,36,",",",",.,",",201,18,punct,council,council,1,
doc1,1,37,shall,shall,VERB,MD,203,39,aux,expanded,expand,1,Deontic
doc1,1,38,be,be,VERB,VB,209,39,auxpass,expanded,expand,1,Aim
doc1,1,39,expanded,expand,VERB,VBN,212,13,ccomp,:],:],1,Aim
doc1,1,40,to,to,PRT,TO,221,41,mark,become,become,1,Condition
doc1,1,41,become,become,VERB,VB,224,39,xcomp,expanded,expand,1,Condition
doc1,1,42,a,a,DET,DT,231,44,det,venture,venture,1,Condition
doc1,1,43,joint,joint,ADJ,JJ,233,44,amod,venture,venture,1,Condition
doc1,1,44,venture,venture,NOUN,NN,239,41,xcomp,become,become,1,Condition
doc1,1,45,of,of,ADP,IN,247,47,case,city,city,1,Condition
doc1,1,46,the,the,DET,DT,250,47,det,city,city,1,Condition
doc1,1,47,city,city,NOUN,NN,254,44,nmod,venture,venture,1,Condition
doc1,1,48,of,of,ADP,IN,259,49,case,knoxville,knoxville,1,Condition
doc1,1,49,knoxville,knoxville,NOUN,NN,262,47,nmod,city,city,1,Condition
doc1,1,50,and,and,CONJ,CC,272,49,cc,knoxville,knoxville,1,Condition
doc1,1,51,knox,knox,NOUN,NN,276,52,compound,county,county,1,Condition
doc1,1,52,county,county,NOUN,NN,281,47,nmod,city,city,1,Condition
doc1,1,53,...,...,.,:,287,4,punct,resolved,resolve,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,and,and,CONJ,CC,1,3,cc,continue,continue,3,
doc1,1,2,shall,shall,VERB,MD,5,3,aux,continue,continue,3,Deontic
doc1,1,3,continue,continue,VERB,VB,11,0,root,ROOT,ROOT,3,Aim
doc1,1,4,to,to,PRT,TO,20,5,mark,monitor,monitor,3,Aim
doc1,1,5,monitor,monitor,VERB,VB,23,3,xcomp,continue,continue,3,Aim
