id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,there,there,DET,EX,0,2,expl,is,be,1,
doc1,1,2,is,be,VERB,VBZ,6,0,root,ROOT,ROOT,1,
doc1,1,3,hereby,hereby,ADV,RB,9,4,advmod,created,create,1,
doc1,1,4,created,create,VERB,VBN,16,2,dep,is,be,1,
doc1,1,5,the,the,DET,DT,24,13,det,council,council,1,
doc1,1,6,louisville/jefferson,louisville/jefferson,NOUN,NN,28,13,compound,council,council,1,
doc1,1,7,county,county,NOUN,NN,49,13,compound,council,council,1,
doc1,1,8,metro,metro,NOUN,NN,56,13,compound,council,council,1,
doc1,1,9,government,government,NOUN,NN,62,13,compound,council,council,1,
doc1,1,10,food,food,NOUN,NN,73,13,compound,council,council,1,
doc1,1,11,policy,policy,NOUN,NN,78,13,compound,council,council,1,
doc1,1,12,advisory,advisory,ADJ,JJ,85,13,amod,council,council,1,
doc1,1,13,council,council,NOUN,NN,94,4,dobj,created,create,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,the,the,DET,DT,0,2,det,fpac,fpac,3,
doc1,1,2,fpac,fpac,NOUN,NN,4,4,nsubj,have,have,3,Attribute
doc1,1,3,will,will,VERB,MD,9,4,aux,have,have,3,Deontic
doc1,1,4,have,have,VERB,VB,14,0,root,ROOT,ROOT,3,Aim
doc1,1,5,a,a,DET,DT,19,6,det,minimum,minimum,3,Object
doc1,1,6,minimum,minimum,NOUN,NN,21,4,dobj,have,have,3,Object
doc1,1,7,of,of,ADP,IN,29,9,case,members,member,3,Object
doc1,1,8,15,15,NUM,CD,32,9,nummod,members,member,3,Object
doc1,1,9,members,member,NOUN,NNS,35,6,nmod,minimum,minimum,3,Object
doc1,1,10,",",",",.,",",42,9,punct,members,member,3,
doc1,1,11,which,which,DET,WDT,44,9,ref,members,member,3,Object
doc1,1,12,will,will,VERB,MD,50,13,aux,consist,consist,3,Object
doc1,1,13,consist,consist,VERB,VB,55,9,acl,members,member,3,Object
doc1,1,14,of,of,ADP,IN,63,17,case,group,group,3,Object
doc1,1,15,a,a,DET,DT,66,17,det,group,group,3,Object
doc1,1,16,diverse,diverse,ADJ,JJ,68,17,amod,group,group,3,Object
doc1,1,17,group,group,NOUN,NN,76,13,nmod,consist,consist,3,Object
doc1,1,18,representing,represent,VERB,VBG,82,17,acl,group,group,3,Object
doc1,1,19,professional,professional,ADJ,JJ,95,31,amod,backgrounds,background,3,Object
doc1,1,20,",",",",.,",",107,19,punct,professional,professional,3,
doc1,1,21,political,political,ADJ,JJ,109,19,conj,professional,professional,3,Object
doc1,1,22,",",",",.,",",118,19,punct,professional,professional,3,
doc1,1,23,educational,educational,ADJ,JJ,120,19,conj,professional,professional,3,Object
doc1,1,24,",",",",.,",",131,19,punct,professional,professional,3,
