id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,there,there,ADV,RB,0,4,expl,established,establish,1,
doc1,1,2,shall,shall,VERB,MD,6,4,aux,established,establish,1,
doc1,1,3,be,be,VERB,VB,12,4,auxpass,established,establish,1,
doc1,1,4,established,establish,VERB,VBN,15,0,root,ROOT,ROOT,1,
doc1,1,5,a,a,DET,DT,27,9,det,council,council,1,
doc1,1,6,massachusetts,massachusett,NOUN,NNS,29,9,compound,council,council,1,
doc1,1,7,food,food,NOUN,NN,43,9,compound,council,council,1,
doc1,1,8,policy,policy,NOUN,NN,48,9,compound,council,council,1,
doc1,1,9,council,council,NOUN,NN,55,4,dobj,established,establish,1,
doc1,1,10,",",",",.,",",62,9,punct,council,council,1,
doc1,1,11,hereinafter,hereinafter,NOUN,NN,64,12,nsubj,referred,refer,1,
doc1,1,12,referred,refer,VERB,VBD,76,9,acl,council,council,1,
doc1,1,13,to,to,PRT,TO,85,12,nmod,referred,refer,1,
doc1,1,14,as,as,ADP,IN,88,16,case,council,council,1,
doc1,1,15,the,the,DET,DT,91,16,det,council,council,1,
doc1,1,16,council,council,NOUN,NN,95,12,nmod,referred,refer,1,
doc1,1,17,.,.,.,.,102,4,punct,established,establish,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,council,council,1,
doc1,1,2,council,council,NOUN,NN,4,4,nsubj,consist,consist,1,Attribute
doc1,1,3,shall,shall,VERB,MD,12,4,aux,consist,consist,1,Deontic
doc1,1,4,consist,consist,VERB,VB,18,0,root,ROOT,ROOT,1,Aim
doc1,1,5,of,of,ADP,IN,26,7,case,members,member,1,Object
doc1,1,6,17,17,NUM,CD,29,7,nummod,members,member,1,Object
doc1,1,7,members,member,NOUN,NNS,32,4,nmod,consist,consist,1,Object
doc1,1,8,",",",",.,",",39,7,punct,members,member,1,
doc1,1,9,1,1,NUM,CD,41,15,nsubj,member,member,1,Object
doc1,1,10,of,of,ADP,IN,43,11,case,whom,whom,1,Object
doc1,1,11,whom,whom,PRON,WP,46,7,ref,members,member,1,Object
doc1,1,12,shall,shall,VERB,MD,51,15,aux,member,member,1,Object
doc1,1,13,be,be,VERB,VB,57,15,cop,member,member,1,Object
