id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,2,
doc1,1,1,the,the,DET,DT,0,2,det,counci,counci,2,
doc1,1,2,council,counci,NOUN,NN,4,5,nsubjpass,called,call,2,Attribute
doc1,1,3,shall,shall,VERB,MD,11,5,aux,called,call,2,Deontic
doc1,1,4,be,be,VERB,VB,17,5,auxpass,called,call,2,Aim
doc1,1,5,called,call,VERB,VBN,20,0,root,ROOT,ROOT,2,Aim
doc1,1,6,the,the,DET,DT,27,11,det,council,council,2,
doc1,1,7,grant,grant,NOUN,NN,31,11,compound,council,council,2,Condition
doc1,1,8,county,county,NOUN,NN,37,11,compound,council,council,2,Condition
doc1,1,9,food,food,NOUN,NN,44,11,compound,council,council,2,Condition
doc1,1,10,policy,policy,NOUN,NN,49,11,compound,council,council,2,Condition
doc1,1,11,council,council,NOUN,NN,56,5,xcomp,called,call,2,Condition
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,the,the,DET,DT,0,2,det,purpose,purpose,3,
doc1,1,2,purpose,purpose,NOUN,NN,4,6,nsubj,is,be,3,
doc1,1,3,of,of,ADP,IN,12,5,case,council,council,3,
doc1,1,4,the,the,DET,DT,15,5,det,council,council,3,
doc1,1,5,council,council,NOUN,NN,19,2,nmod,purpose,purpose,3,
doc1,1,6,is,be,VERB,VBZ,27,0,root,ROOT,ROOT,3,
doc1,1,7,to,to,PRT,TO,30,8,mark,integrate,integrate,3,
doc1,1,8,integrate,integrate,VERB,VB,33,6,xcomp,is,be,3,
doc1,1,9,all,all,DET,DT,43,10,det,departments,department,3,
doc1,1,10,departments,department,NOUN,NNS,47,8,dobj,integrate,integrate,3,
doc1,1,11,of,of,ADP,IN,59,13,case,county,county,3,
doc1,1,12,the,the,DET,DT,62,13,det,county,county,3,
doc1,1,13,county,county,NOUN,NN,66,10,nmod,departments,department,3,
doc1,1,14,as,as,ADV,RB,73,10,cc,departments,department,3,
doc1,1,15,well,well,ADV,RB,76,14,mwe,as,as,3,
doc1,1,16,as,as,ADP,IN,81,14,mwe,as,as,3,
doc1,1,17,a,a,DET,DT,84,19,det,group,group,3,
doc1,1,18,diverse,diverse,ADJ,JJ,86,19,amod,group,group,3,
doc1,1,19,group,group,NOUN,NN,94,8,dobj,integrate,integrate,3,
doc1,1,20,of,of,ADP,IN,100,24,case,stakeholders,stakeholder,3,
doc1,1,21,public,public,ADJ,JJ,103,24,amod,stakeholders,stakeholder,3,
doc1,1,22,and,and,CONJ,CC,110,21,cc,public,public,3,
doc1,1,23,private,private,ADJ,JJ,114,21,conj,public,public,3,
doc1,1,24,stakeholders,stakeholder,NOUN,NNS,122,19,nmod,group,group,3,
doc1,1,25,in,in,ADP,IN,135,28,case,effort,effort,3,
doc1,1,26,a,a,DET,DT,138,28,det,effort,effort,3,
doc1,1,27,collaborative,collaborative,ADJ,JJ,140,28,amod,effort,effort,3,
doc1,1,28,effort,effort,NOUN,NN,154,19,nmod,group,group,3,
doc1,1,29,to,to,PRT,TO,161,30,mark,recommend,recommend,3,
doc1,1,30,recommend,recommend,VERB,VB,164,28,acl,effort,effort,3,
doc1,1,31,policies,policy,NOUN,NNS,174,30,dobj,recommend,recommend,3,
doc1,1,32,",",",",.,",",182,6,punct,is,be,3,
doc1,1,33,implement,implement,VERB,VBP,184,6,dep,is,be,3,
doc1,1,34,projects,project,NOUN,NNS,194,33,dobj,implement,implement,3,
doc1,1,35,",",",",.,",",202,33,punct,implement,implement,3,
doc1,1,36,create,create,VERB,VB,204,6,dep,is,be,3,
doc1,1,37,awareness,awareness,NOUN,NN,211,36,dobj,create,create,3,
doc1,1,38,",",",",.,",",220,33,punct,implement,implement,3,
doc1,1,39,and,and,CONJ,CC,222,33,cc,implement,implement,3,
doc1,1,40,encourage,encourage,VERB,VB,226,6,dep,is,be,3,
doc1,1,41,partnerships,partnership,NOUN,NNS,236,40,dobj,encourage,encourage,3,
doc1,1,42,to,to,PRT,TO,249,43,mark,fulfill,fulfill,3,
doc1,1,43,fulfill,fulfill,VERB,VB,252,40,xcomp,encourage,encourage,3,
doc1,1,44,the,the,DET,DT,260,47,det,policy,policy,3,
doc1,1,45,county,county,NOUN,NN,264,47,compound,policy,policy,3,
doc1,1,46,food,food,NOUN,NN,271,47,compound,policy,policy,3,
doc1,1,47,policy,policy,NOUN,NN,276,43,dobj,fulfill,fulfill,3,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,council,council,1,
doc1,1,2,council,council,NOUN,NN,4,6,nsubj,monitor,monitor,1,Attribute
doc1,1,3,may,may,VERB,MD,12,6,aux,monitor,monitor,1,Deontic
doc1,1,4,:,:,.,:,15,6,punct,monitor,monitor,1,
doc1,1,5,a.,a.,NOUN,NNS,17,6,nsubj,monitor,monitor,1,
