id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,there,there,DET,EX,0,2,expl,is,be,1,
doc1,1,2,is,be,VERB,VBZ,6,0,root,ROOT,ROOT,1,
doc1,1,3,hereby,hereby,ADV,RB,9,4,advmod,established,establish,1,
doc1,1,4,established,establish,VERB,VBN,16,2,nsubj,is,be,1,
doc1,1,5,in,in,ADP,IN,28,7,case,department,department,1,
doc1,1,6,the,the,DET,DT,31,7,det,department,department,1,
doc1,1,7,department,department,NOUN,NN,35,4,nmod,established,establish,1,
doc1,1,8,of,of,ADP,IN,46,9,case,agriculture,agriculture,1,
doc1,1,9,agriculture,agriculture,NOUN,NN,49,7,nmod,department,department,1,
doc1,1,10,the,the,DET,DT,61,13,det,systems,system,1,
doc1,1,11,colorado,colorado,NOUN,NN,65,13,compound,systems,system,1,
doc1,1,12,food,food,NOUN,NN,74,13,compound,systems,system,1,
doc1,1,13,systems,system,NOUN,NNS,79,9,dep,agriculture,agriculture,1,
doc1,1,14,advisory,advisory,ADJ,JJ,87,15,amod,council,council,1,
doc1,1,15,council,council,NOUN,NN,96,13,dep,systems,system,1,
doc1,1,16,",",",",.,",",103,13,punct,systems,system,1,
doc1,1,17,referred,refer,VERB,VBN,105,13,acl,systems,system,1,
doc1,1,18,to,to,PRT,TO,114,21,case,article,article,1,
doc1,1,19,in,in,ADP,IN,117,21,case,article,article,1,
doc1,1,20,this,this,DET,DT,120,21,det,article,article,1,
doc1,1,21,article,article,NOUN,NN,125,17,nmod,referred,refer,1,
doc1,1,22,as,as,ADP,IN,133,25,case,council,council,1,
doc1,1,23,the,the,DET,DT,136,25,det,council,council,1,
doc1,1,24,``,``,.,``,140,25,punct,council,council,1,
doc1,1,25,council,council,NOUN,NN,141,17,nmod,referred,refer,1,
doc1,1,26,'','',.,'',148,25,punct,council,council,1,
doc1,1,27,.,.,.,.,149,2,punct,is,be,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,the,the,DET,DT,0,2,det,council,council,3,
doc1,1,2,council,council,NOUN,NN,4,4,nsubjpass,created,create,3,Condition
doc1,1,3,is,be,VERB,VBZ,12,4,auxpass,created,create,3,Aim
doc1,1,4,created,create,VERB,VBN,15,0,root,ROOT,ROOT,3,Aim
doc1,1,5,as,as,ADP,IN,23,8,case,committee,committee,3,Orelse
doc1,1,6,an,a,DET,DT,26,8,det,committee,committee,3,Orelse
doc1,1,7,advisory,advisory,ADJ,JJ,29,8,amod,committee,committee,3,Orelse
doc1,1,8,committee,committee,NOUN,NN,38,4,nmod,created,create,3,Orelse
doc1,1,9,to,to,PRT,TO,48,10,mark,foster,foster,3,Orelse
doc1,1,10,foster,foster,VERB,VB,51,8,acl,committee,committee,3,Orelse
