id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,council,council,1,
doc1,1,2,council,council,NOUN,NN,4,4,nsubj,promote,promote,1,Attribute
doc1,1,3,will,will,VERB,MD,12,4,aux,promote,promote,1,Deontic
doc1,1,4,promote,promote,VERB,VB,17,0,root,ROOT,ROOT,1,Aim
doc1,1,5,",",",",.,",",24,4,punct,promote,promote,1,
doc1,1,6,encourage,encourage,VERB,VB,26,4,conj,promote,promote,1,Aim
doc1,1,7,...,...,.,:,35,4,punct,promote,promote,1,
doc1,1,8,clearly,clearly,ADV,RB,39,9,advmod,defined,define,1,Object
doc1,1,9,defined,define,VERB,VBN,47,10,amod,programs,program,1,Object
doc1,1,10,programs,program,NOUN,NNS,55,4,conj,promote,promote,1,Object
doc1,1,11,for,for,ADP,IN,64,12,case,education,education,1,Object
doc1,1,12,education,education,NOUN,NN,68,10,nmod,programs,program,1,Object
doc1,1,13,",",",",.,",",77,12,punct,education,education,1,
doc1,1,14,community,community,NOUN,NN,79,16,compound,development,development,1,Object
doc1,1,15,economic,economic,ADJ,JJ,89,16,amod,development,development,1,Object
doc1,1,16,development,development,NOUN,NN,98,10,nmod,programs,program,1,Object
doc1,1,17,and,and,CONJ,CC,110,12,cc,education,education,1,Object
doc1,1,18,land/water,land/water,NOUN,NN,114,19,compound,protection,protection,1,Object
doc1,1,19,protection,protection,NOUN,NN,125,10,nmod,programs,program,1,Object
doc1,1,20,in,in,ADP,IN,136,22,case,county,county,1,Object
doc1,1,21,the,the,DET,DT,139,22,det,county,county,1,Object
doc1,1,22,county,county,NOUN,NN,143,12,nmod,education,education,1,Object
doc1,1,23,;,;,.,:,149,4,punct,promote,promote,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,council,council,1,
doc1,1,2,council,council,NOUN,NN,4,5,nsubj,feasible,feasible,1,Attribute
doc1,1,3,will,will,VERB,MD,12,5,aux,feasible,feasible,1,Deontic
doc1,1,4,where,where,ADV,WRB,17,5,advmod,feasible,feasible,1,Condition
doc1,1,5,feasible,feasible,ADJ,JJ,23,0,root,ROOT,ROOT,1,Condition
doc1,1,6,",",",",.,",",31,5,punct,feasible,feasible,1,
doc1,1,7,develop,develop,VERB,VB,33,5,xcomp,feasible,feasible,1,Aim
doc1,1,8,clearly,clearly,ADV,RB,41,9,advmod,defined,define,1,Object
doc1,1,9,defined,define,VERB,VBN,49,10,amod,programs,program,1,Object
doc1,1,10,programs,program,NOUN,NNS,57,7,dobj,develop,develop,1,Object
doc1,1,11,for,for,ADP,IN,66,12,case,education,education,1,Object
doc1,1,12,education,education,NOUN,NN,70,10,nmod,programs,program,1,Object
doc1,1,13,",",",",.,",",79,12,punct,education,education,1,
doc1,1,14,community,community,NOUN,NN,81,16,compound,development,development,1,Object
doc1,1,15,economic,economic,ADJ,JJ,91,16,amod,development,development,1,Object
doc1,1,16,development,development,NOUN,NN,100,10,nmod,programs,program,1,Object
doc1,1,17,and,and,CONJ,CC,112,12,cc,education,education,1,Object
doc1,1,18,land/water,land/water,NOUN,NN,116,19,compound,protection,protection,1,Object
doc1,1,19,protection,protection,NOUN,NN,127,10,nmod,programs,program,1,Object
doc1,1,20,in,in,ADP,IN,138,22,case,county,county,1,Object
doc1,1,21,the,the,DET,DT,141,22,det,county,county,1,Object
doc1,1,22,county,county,NOUN,NN,145,12,nmod,education,education,1,Object
doc1,1,23,;,;,.,:,151,5,punct,feasible,feasible,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,the,the,DET,DT,0,2,det,board,board,3,
doc1,1,2,board,board,NOUN,NN,4,5,nsubj,encourage,encourage,3,Attribute
doc1,1,3,of,of,ADP,IN,10,4,case,commissioners,commissioner,3,Attribute
doc1,1,4,commissioners,commissioner,NOUN,NNS,13,2,nmod,board,board,3,Attribute
doc1,1,5,encourage,encourage,VERB,VBP,27,0,root,ROOT,ROOT,3,Aim
doc1,1,6,the,the,DET,DT,37,7,det,attendance,attendance,3,Object
doc1,1,7,attendance,attendance,NOUN,NN,41,5,dobj,encourage,encourage,3,Object
doc1,1,8,and,and,CONJ,CC,52,7,cc,attendance,attendance,3,Object
doc1,1,9,participation,participation,NOUN,NN,56,5,dobj,encourage,encourage,3,Object
doc1,1,10,of,of,ADP,IN,70,11,case,others,other,3,Object
doc1,1,11,others,other,NOUN,NNS,73,7,nmod,attendance,attendance,3,Object
doc1,1,12,",",",",.,",",79,5,punct,encourage,encourage,3,
doc1,1,13,as,as,ADP,IN,81,14,case,individuals,individual,3,Object
doc1,1,14,individuals,individual,NOUN,NNS,84,5,nmod,encourage,encourage,3,Object
doc1,1,15,or,or,CONJ,CC,96,5,cc,encourage,encourage,3,Object
doc1,1,16,through,through,ADP,IN,99,19,case,organizations,organization,3,Object
doc1,1,17,their,they,PRON,PRP$,107,19,nmod,organizations,organization,3,Object
doc1,1,18,respective,respective,ADJ,JJ,113,19,amod,organizations,organization,3,Object
doc1,1,19,organizations,organization,NOUN,NNS,124,5,nmod,encourage,encourage,3,Object
doc1,1,20,or,or,CONJ,CC,138,19,cc,organizations,organization,3,Object
doc1,1,21,public,public,ADJ,JJ,141,22,amod,agencies,agency,3,Object
doc1,1,22,agencies,agency,NOUN,NNS,148,5,nmod,encourage,encourage,3,Object
doc1,1,23,.,.,.,.,156,5,punct,encourage,encourage,3,
doc1,2,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,2,
doc1,2,1,-LSB-,-lsb-,.,-LRB-,158,5,punct,body,body,2,
doc1,2,2,in,in,ADP,IN,159,5,case,body,body,2,
doc1,2,3,a,a,DET,DT,162,5,det,body,body,2,
doc1,2,4,general,general,ADJ,JJ,164,5,amod,body,body,2,
doc1,2,5,body,body,NOUN,NN,172,0,root,ROOT,ROOT,2,
doc1,2,6,-RSB-,-rsb-,.,-RRB-,176,5,punct,body,body,2,
doc1,2,7,to,to,PRT,TO,178,9,mark,called,call,2,Object
doc1,2,8,be,be,VERB,VB,181,9,auxpass,called,call,2,Object
doc1,2,9,called,call,VERB,VBN,184,5,acl,body,body,2,Object
doc1,2,10,the,the,DET,DT,191,11,det,congresso,congresso,2,Object
doc1,2,11,congresso,congresso,NOUN,NN,195,9,xcomp,called,call,2,Object
doc1,2,12,:,:,.,:,204,5,punct,body,body,2,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,congresso,congresso,1,
doc1,1,2,congresso,congresso,NOUN,NN,4,6,nsubj,forum,forum,1,
doc1,1,3,will,will,VERB,MD,14,6,aux,forum,forum,1,
doc1,1,4,be,be,VERB,VB,19,6,cop,forum,forum,1,
doc1,1,5,the,the,DET,DT,22,6,det,forum,forum,1,
doc1,1,6,forum,forum,NOUN,NN,26,0,root,ROOT,ROOT,1,
doc1,1,7,for,for,ADP,IN,32,9,case,deliberations,deliberation,1,
doc1,1,8,the,the,DET,DT,36,9,det,deliberations,deliberation,1,
doc1,1,9,deliberations,deliberation,NOUN,NNS,40,6,nmod,forum,forum,1,
doc1,1,10,of,of,ADP,IN,54,15,case,food,food,1,
doc1,1,11,the,the,DET,DT,57,15,det,food,food,1,
doc1,1,12,rio,rio,X,FW,61,15,compound,food,food,1,
doc1,1,13,arriba,arriba,X,FW,65,15,compound,food,food,1,
doc1,1,14,county,county,NOUN,NN,72,15,compound,food,food,1,
doc1,1,15,food,food,NOUN,NN,79,9,nmod,deliberations,deliberation,1,
doc1,1,16,and,and,CONJ,CC,84,15,cc,food,food,1,
doc1,1,17,agriculture,agriculture,NOUN,NN,88,18,compound,council,council,1,
doc1,1,18,council,council,NOUN,NN,100,9,nmod,deliberations,deliberation,1,
doc1,1,19,;,;,.,:,107,6,punct,forum,forum,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,congresso,congresso,1,
doc1,1,2,congresso,congresso,NOUN,NN,4,4,nsubj,assist,assist,1,Attribute
doc1,1,3,will,will,VERB,MD,14,4,aux,assist,assist,1,Deontic
doc1,1,4,assist,assist,VERB,VB,19,0,root,ROOT,ROOT,1,Aim
doc1,1,5,in,in,ADP,IN,26,7,case,development,development,1,Condition
doc1,1,6,the,the,DET,DT,29,7,det,development,development,1,Condition
doc1,1,7,development,development,NOUN,NN,33,4,nmod,assist,assist,1,Condition
doc1,1,8,of,of,ADP,IN,45,10,case,initiatives,initiative,1,Condition
doc1,1,9,policy,policy,NOUN,NN,48,10,compound,initiatives,initiative,1,Condition
doc1,1,10,initiatives,initiative,NOUN,NNS,55,7,nmod,development,development,1,Condition
doc1,1,11,and,and,CONJ,CC,67,7,cc,development,development,1,Condition
doc1,1,12,the,the,DET,DT,71,13,det,creation,creation,1,Condition
doc1,1,13,creation,creation,NOUN,NN,75,4,nmod,assist,assist,1,Condition
doc1,1,14,of,of,ADP,IN,84,18,case,education,education,1,Condition
doc1,1,15,the,the,DET,DT,87,18,det,education,education,1,Condition
doc1,1,16,council,council,NOUN,NN,91,18,compound,education,education,1,Condition
doc1,1,17,s,be,VERB,VBZ,99,18,compound,education,education,1,
doc1,1,18,education,education,NOUN,NN,101,13,nmod,creation,creation,1,Condition
doc1,1,19,",",",",.,",",110,4,punct,assist,assist,1,
doc1,1,20,community,community,NOUN,NN,112,22,compound,development,development,1,Condition
doc1,1,21,economic,economic,ADJ,JJ,122,22,amod,development,development,1,Condition
doc1,1,22,development,development,NOUN,NN,131,4,dobj,assist,assist,1,Condition
doc1,1,23,and,and,CONJ,CC,143,22,cc,development,development,1,Condition
doc1,1,24,agriculture,agriculture,NOUN,NN,147,25,compound,land,land,1,Condition
doc1,1,25,land,land,NOUN,NN,159,4,dobj,assist,assist,1,Condition
doc1,1,26,and,and,CONJ,CC,164,25,cc,land,land,1,Condition
doc1,1,27,water,water,NOUN,NN,168,30,compound,programs,program,1,Condition
doc1,1,28,rights,rights,NOUN,NNS,174,30,compound,programs,program,1,Condition
doc1,1,29,protection,protection,NOUN,NN,181,30,compound,programs,program,1,Condition
doc1,1,30,programs,program,NOUN,NNS,192,22,conj,development,development,1,Condition
doc1,1,31,",",",",.,",",200,4,punct,assist,assist,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,2,det,congresso,congresso,1,
doc1,1,2,congresso,congresso,NOUN,NN,4,4,nsubj,assist,assist,1,Attribute
doc1,1,3,will,will,VERB,MD,14,4,aux,assist,assist,1,Deontic
doc1,1,4,assist,assist,VERB,VB,19,0,root,ROOT,ROOT,1,Aim
doc1,1,5,in,in,ADP,IN,26,7,case,development,development,1,Condition
doc1,1,6,the,the,DET,DT,29,7,det,development,development,1,Condition
doc1,1,7,development,development,NOUN,NN,33,4,nmod,assist,assist,1,Condition
doc1,1,8,of,of,ADP,IN,45,10,case,initiatives,initiative,1,Condition
doc1,1,9,policy,policy,NOUN,NN,48,10,compound,initiatives,initiative,1,Condition
doc1,1,10,initiatives,initiative,NOUN,NNS,55,7,nmod,development,development,1,Condition
doc1,1,11,and,and,CONJ,CC,67,7,cc,development,development,1,Condition
doc1,1,12,the,the,DET,DT,71,13,det,creation,creation,1,Condition
doc1,1,13,creation,creation,NOUN,NN,75,4,nmod,assist,assist,1,Condition
doc1,1,14,of,of,ADP,IN,84,18,case,education,education,1,Condition
doc1,1,15,the,the,DET,DT,87,18,det,education,education,1,Condition
doc1,1,16,council,council,NOUN,NN,91,18,compound,education,education,1,Condition
doc1,1,17,s,be,VERB,VBZ,99,18,compound,education,education,1,
doc1,1,18,education,education,NOUN,NN,101,13,nmod,creation,creation,1,Condition
doc1,1,19,",",",",.,",",110,4,punct,assist,assist,1,
doc1,1,20,community,community,NOUN,NN,112,22,compound,development,development,1,Condition
doc1,1,21,economic,economic,ADJ,JJ,122,22,amod,development,development,1,Condition
doc1,1,22,development,development,NOUN,NN,131,4,dobj,assist,assist,1,Condition
doc1,1,23,and,and,CONJ,CC,143,22,cc,development,development,1,Condition
doc1,1,24,agriculture,agriculture,NOUN,NN,147,25,compound,land,land,1,Condition
doc1,1,25,land,land,NOUN,NN,159,4,dobj,assist,assist,1,Condition
doc1,1,26,and,and,CONJ,CC,164,25,cc,land,land,1,Condition
doc1,1,27,water,water,NOUN,NN,168,30,compound,programs,program,1,Condition
doc1,1,28,rights,rights,NOUN,NNS,174,30,compound,programs,program,1,Condition
doc1,1,29,protection,protection,NOUN,NN,181,30,compound,programs,program,1,Condition
doc1,1,30,programs,program,NOUN,NNS,192,22,conj,development,development,1,Condition
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,...,...,.,:,0,0,root,ROOT,ROOT,1,
doc1,1,2,",",",",.,",",3,6,punct,select,select,1,
doc1,1,3,and,and,CONJ,CC,5,6,cc,select,select,1,
doc1,1,4,it,it,PRON,PRP,9,6,nsubj,select,select,1,
doc1,1,5,shall,shall,VERB,MD,12,6,aux,select,select,1,Deontic
doc1,1,6,select,select,VERB,VB,18,1,root,...,...,1,Aim
doc1,1,7,",",",",.,",",24,6,punct,select,select,1,
doc1,1,8,in,in,ADP,IN,26,11,case,manner,manner,1,Condition
doc1,1,9,a,a,DET,DT,29,11,det,manner,manner,1,Condition
doc1,1,10,fair,fair,ADJ,JJ,31,11,amod,manner,manner,1,Condition
doc1,1,11,manner,manner,NOUN,NN,36,6,nmod,select,select,1,Condition
