id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,5,det,council,council,1,
doc1,1,2,michigan,michigan,ADJ,JJ,4,5,amod,council,council,1,
doc1,1,3,food,food,NOUN,NN,13,5,compound,council,council,1,
doc1,1,4,policy,policy,NOUN,NN,18,5,compound,council,council,1,
doc1,1,5,council,council,NOUN,NN,25,7,nsubjpass,created,create,1,
doc1,1,6,is,be,VERB,VBZ,33,7,auxpass,created,create,1,
doc1,1,7,created,create,VERB,VBN,36,0,root,ROOT,ROOT,1,
doc1,1,8,as,as,ADP,IN,44,11,case,body,body,1,
doc1,1,9,an,a,DET,DT,47,11,det,body,body,1,
doc1,1,10,advisory,advisory,ADJ,JJ,50,11,amod,body,body,1,
doc1,1,11,body,body,NOUN,NN,59,7,nmod,created,create,1,
doc1,1,12,within,within,ADP,IN,64,14,case,department,department,1,
doc1,1,13,the,the,DET,DT,71,14,det,department,department,1,
doc1,1,14,department,department,NOUN,NN,75,11,nmod,body,body,1,
doc1,1,15,to,to,PRT,TO,86,16,mark,assist,assist,1,
doc1,1,16,assist,assist,VERB,VB,89,11,acl,body,body,1,
doc1,1,17,the,the,DET,DT,96,18,det,department,department,1,
doc1,1,18,department,department,NOUN,NN,100,16,dobj,assist,assist,1,
doc1,1,19,and,and,CONJ,CC,111,18,cc,department,department,1,
doc1,1,20,the,the,DET,DT,115,21,det,governor,governor,1,
doc1,1,21,governor,governor,NOUN,NN,119,16,dobj,assist,assist,1,
doc1,1,22,in,in,ADP,IN,128,23,mark,fostering,foster,1,
doc1,1,23,fostering,foster,VERB,VBG,131,16,advcl,assist,assist,1,
doc1,1,24,a,a,DET,DT,141,29,det,supply,supply,1,
doc1,1,25,healthy,healthy,ADJ,JJ,143,29,amod,supply,supply,1,
doc1,1,26,and,and,CONJ,CC,151,25,cc,healthy,healthy,1,
doc1,1,27,available,available,ADJ,JJ,155,25,conj,healthy,healthy,1,
doc1,1,28,food,food,NOUN,NN,165,29,compound,supply,supply,1,
doc1,1,29,supply,supply,NOUN,NN,170,23,dobj,fostering,foster,1,
doc1,1,30,to,to,PRT,TO,177,31,case,all,all,1,
doc1,1,31,all,all,DET,DT,180,23,nmod,fostering,foster,1,
doc1,1,32,of,of,ADP,IN,184,35,case,residents,resident,1,
doc1,1,33,michigan,michigan,NOUN,NN,187,35,compound,residents,resident,1,
doc1,1,34,s,s,NOUN,NNS,196,35,compound,residents,resident,1,
doc1,1,35,residents,resident,NOUN,NNS,198,31,nmod,all,all,1,
doc1,1,36,while,while,ADP,IN,208,37,mark,enhancing,enhance,1,
doc1,1,37,enhancing,enhance,VERB,VBG,214,23,advcl,fostering,foster,1,
doc1,1,38,the,the,DET,DT,224,40,det,s,be,1,
doc1,1,39,state,state,NOUN,NN,228,40,compound,s,be,1,
doc1,1,40,s,be,VERB,VBZ,234,37,dobj,enhancing,enhance,1,
doc1,1,41,agricultural,agricultural,ADJ,JJ,236,44,amod,resources,resource,1,
doc1,1,42,and,and,CONJ,CC,249,41,cc,agricultural,agricultural,1,
doc1,1,43,natural,natural,ADJ,JJ,253,41,conj,agricultural,agricultural,1,
doc1,1,44,resources,resource,NOUN,NNS,261,40,dep,s,be,1,
