id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,2,
doc1,1,1,the,the,DET,DT,0,6,det,council,council,2,
doc1,1,2,new,new,ADJ,JJ,4,6,amod,council,council,2,
doc1,1,3,haven,haven,NOUN,NN,8,6,compound,council,council,2,
doc1,1,4,food,food,NOUN,NN,14,6,compound,council,council,2,
doc1,1,5,policy,policy,NOUN,NN,19,6,compound,council,council,2,
doc1,1,6,council,council,NOUN,NN,26,8,nsubjpass,established,establish,2,
doc1,1,7,is,be,VERB,VBZ,34,8,auxpass,established,establish,2,
doc1,1,8,established,establish,VERB,VBN,37,0,root,ROOT,ROOT,2,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,...,...,.,:,0,3,punct,composed,compose,1,
doc1,1,2,and,and,CONJ,CC,3,3,cc,composed,compose,1,
doc1,1,3,composed,compose,VERB,VBN,7,0,root,ROOT,ROOT,1,Aim
doc1,1,4,of,of,ADP,IN,16,5,case,eleven,eleven,1,Object
doc1,1,5,eleven,eleven,NOUN,NNS,19,3,nmod,composed,compose,1,Object
doc1,1,6,-LRB-,-lrb-,.,-LRB-,26,7,punct,11,11,1,
doc1,1,7,11,11,NUM,CD,27,5,appos,eleven,eleven,1,
doc1,1,8,-RRB-,-rrb-,.,-RRB-,29,7,punct,11,11,1,
doc1,1,9,members,member,NOUN,NNS,31,5,dep,eleven,eleven,1,Object
doc1,1,10,",",",",.,",",38,5,punct,eleven,eleven,1,
doc1,1,11,ten,ten,NUM,CD,40,3,nmod,composed,compose,1,Object
doc1,1,12,-LRB-,-lrb-,.,-LRB-,44,13,punct,10,10,1,
doc1,1,13,10,10,NUM,CD,45,11,appos,ten,ten,1,
doc1,1,14,-RRB-,-rrb-,.,-RRB-,47,13,punct,10,10,1,
doc1,1,15,appointed,appoint,VERB,VBN,49,11,dep,ten,ten,1,Object
doc1,1,16,by,by,ADP,IN,59,18,case,mayor,mayor,1,Object
doc1,1,17,the,the,DET,DT,62,18,det,mayor,mayor,1,Object
doc1,1,18,mayor,mayor,NOUN,NN,66,15,nmod,appointed,appoint,1,Object
doc1,1,19,and,and,CONJ,CC,72,15,cc,appointed,appoint,1,Object
doc1,1,20,approved,approve,VERB,VBN,76,11,dep,ten,ten,1,Object
doc1,1,21,by,by,ADP,IN,85,23,case,board,board,1,Object
