id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,1,
doc1,1,1,the,the,DET,DT,0,5,det,council,council,1,
doc1,1,2,douglas,dougla,NOUN,NNS,4,5,compound,council,council,1,
doc1,1,3,food,food,NOUN,NN,12,5,compound,council,council,1,
doc1,1,4,policy,policy,NOUN,NN,17,5,compound,council,council,1,
doc1,1,5,council,council,NOUN,NN,24,11,nsubjpass,established,establish,1,
doc1,1,6,-LRB-,-lrb-,.,-LRB-,32,7,punct,henceforth,henceforth,1,
doc1,1,7,henceforth,henceforth,NOUN,NN,33,5,appos,council,council,1,
doc1,1,8,-RRB-,-rrb-,.,-RRB-,43,7,punct,henceforth,henceforth,1,
doc1,1,9,is,be,VERB,VBZ,45,11,auxpass,established,establish,1,
doc1,1,10,hereby,hereby,ADV,RB,48,11,advmod,established,establish,1,
doc1,1,11,established,establish,VERB,VBN,55,0,root,ROOT,ROOT,1,
doc1,1,12,as,as,ADP,IN,68,16,case,council,council,1,
doc1,1,13,a,a,DET,DT,71,16,det,council,council,1,
doc1,1,14,joint,joint,ADJ,JJ,73,16,amod,council,council,1,
doc1,1,15,advisory,advisory,ADJ,JJ,79,16,amod,council,council,1,
doc1,1,16,council,council,NOUN,NN,88,11,nmod,established,establish,1,
doc1,1,17,to,to,PRT,TO,96,19,case,city,city,1,
doc1,1,18,the,the,DET,DT,99,19,det,city,city,1,
doc1,1,19,city,city,NOUN,NN,103,16,nmod,council,council,1,
doc1,1,20,and,and,CONJ,CC,108,19,cc,city,city,1,
doc1,1,21,council,council,NOUN,NN,112,16,nmod,council,council,1,
doc1,1,0,ROOT,ROOT,,,NA,NA,NA,NA,NA,3,
doc1,1,1,the,the,DET,DT,0,2,det,dcfpc,dcfpc,3,
doc1,1,2,dcfpc,dcfpc,NOUN,NN,4,3,nsubj,seeks,seek,3,Attribute
doc1,1,3,seeks,seek,VERB,VBZ,10,0,root,ROOT,ROOT,3,Aim
doc1,1,4,to,to,PRT,TO,16,5,mark,identify,identify,3,Condition
doc1,1,5,identify,identify,VERB,VB,19,3,xcomp,seeks,seek,3,Condition
doc1,1,6,the,the,DET,DT,28,7,det,benefits,benefit,3,Condition
doc1,1,7,benefits,benefit,NOUN,NNS,32,5,dobj,identify,identify,3,Condition
doc1,1,8,",",",",.,",",40,7,punct,benefits,benefit,3,
doc1,1,9,challenges,challenge,NOUN,NNS,42,5,dobj,identify,identify,3,Condition
doc1,1,10,",",",",.,",",52,7,punct,benefits,benefit,3,
doc1,1,11,and,and,CONJ,CC,54,7,cc,benefits,benefit,3,Condition
doc1,1,12,opportunities,opportunity,NOUN,NNS,58,5,dobj,identify,identify,3,Condition
doc1,1,13,for,for,ADP,IN,72,20,case,system,system,3,Condition
doc1,1,14,a,a,DET,DT,76,20,det,system,system,3,Condition
doc1,1,15,successful,successful,ADJ,JJ,78,20,amod,system,system,3,Condition
doc1,1,16,",",",",.,",",88,20,punct,system,system,3,
doc1,1,17,sutainable,sutainable,ADJ,JJ,90,20,amod,system,system,3,Condition
doc1,1,18,local,local,ADJ,JJ,101,20,amod,system,system,3,Condition
doc1,1,19,food,food,NOUN,NN,107,20,compound,system,system,3,Condition
doc1,1,20,system,system,NOUN,NN,112,12,nmod,opportunities,opportunity,3,Condition
